state,week_start,weekly_cases,pop2019,LandArea,Percentage_over_65,infection_rate,retail_and_recreation_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,population_density,government_response_index,containment_index,economic_support_index,stringency_index
Alabama,2020-04-12T00:00:00Z,29695,5006199,50645,0.165,593.1645945356946,-28.71255060728745,-3.272727272727273,-29.234939759036145,98.84883009181559,66.51571428571428,67.09,62.5,79.63
Alabama,2020-04-19T00:00:00Z,39502,5006199,50645,0.165,789.0617212779595,-24.85425101214575,-2.5643564356435644,-25.426829268292682,98.84883009181559,67.71,68.45,62.5,79.63
Alabama,2020-04-26T00:00:00Z,49222,5006199,50645,0.165,983.2210026009752,-15.475409836065573,20.927710843373493,-16.917721518987342,98.84883009181559,67.03999999999999,67.68571428571428,62.5,77.24714285714285
Alabama,2020-05-03T00:00:00Z,61741,5006199,50645,0.165,1233.2909658605263,-9.872427983539094,24.8,-10.426751592356688,98.84883009181559,66.93,67.56,62.5,74.07
Alabama,2020-05-10T00:00:00Z,76115,5006199,50645,0.165,1520.4149894960228,-5.980694980694981,44.18840579710145,-7.311688311688312,98.84883009181559,61.572857142857146,61.440000000000005,62.5,64.54714285714286
Alabama,2020-05-17T00:00:00Z,92458,5006199,50645,0.165,1846.870250263723,-3.2482014388489207,36.17567567567568,-3.587096774193548,98.84883009181559,60.23142857142857,59.90857142857143,62.5,62.168571428571425
Alabama,2020-05-24T00:00:00Z,113847,5006199,50645,0.165,2274.1205453478774,-6.192857142857143,38,-3.727272727272727,98.84883009181559,59.11,58.63,62.5,60.19
Alabama,2020-05-31T00:00:00Z,133940,5006199,50645,0.165,2675.48293625563,0.37184115523465705,46.32394366197183,1.6168831168831168,98.84883009181559,59.48428571428571,59.05571428571429,62.5,59.79285714285714
Alabama,2020-06-07T00:00:00Z,159677,5006199,50645,0.165,3189.5855518328376,-2.4136690647482015,36.861111111111114,0.9276315789473685,98.84883009181559,59.64,59.23,62.5,57.41
Alabama,2020-06-14T00:00:00Z,195226,5006199,50645,0.165,3899.68517032583,0.7769784172661871,69.69354838709677,7.673202614379085,98.84883009181559,59.044285714285714,58.54857142857143,62.5,56.35142857142857
Alabama,2020-06-21T00:00:00Z,229526,5006199,50645,0.165,4584.835720673509,-3.800711743772242,35.22666666666667,6.735099337748345,98.84883009181559,55.47,54.46,62.5,50
Alabama,2020-06-28T00:00:00Z,279027,5006199,50645,0.165,5573.629813756905,-1.8267148014440433,46.52238805970149,4.379084967320262,98.84883009181559,55.47,54.46,62.5,50
Alabama,2020-07-05T00:00:00Z,337277,5006199,50645,0.165,6737.187235265718,-3.939068100358423,40.625,5.496598639455782,98.84883009181559,55.47,54.46,62.5,50
