state,week_start,weekly_cases,pop2019,LandArea,Percentage_over_65,infection_rate,retail_and_recreation_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,population_density,government_response_index,containment_index,economic_support_index,stringency_index
Florida,2020-10-04T00:00:00Z,5061020,21310773,53625,0.201,23748.645814020918,-16.682291666666668,-20.061764705882354,-23.610921501706486,397.4036923076923,40.51,42.730000000000004,25,39.15428571428571
Florida,2020-10-11T00:00:00Z,5196802,21310773,53625,0.201,24385.797737135108,-15.662303664921465,-11.169139465875372,-20.710884353741495,397.4036923076923,40.36,42.56,25,38.89
Florida,2020-10-18T00:00:00Z,5350791,21310773,53625,0.201,25108.38532229685,-15.856020942408376,-17.4540059347181,-20.816326530612244,397.4036923076923,41.255714285714284,43.58,25,38.89
Florida,2020-10-25T00:00:00Z,5534773,21310773,53625,0.201,25971.713930789843,-14.356020942408376,-14.733727810650887,-20.581632653061224,397.4036923076923,42.45,44.94,25,38.89
Florida,2020-11-01T00:00:00Z,5754380,21310773,53625,0.201,27002.211510581998,-14.774869109947645,-20.12130177514793,-23.503401360544217,397.4036923076923,42.45,44.94,25,38.89
Florida,2020-11-08T00:00:00Z,6011171,21310773,53625,0.201,28207.193610480484,-17.10443864229765,-29.659763313609467,-28.357142857142858,397.4036923076923,42.45,44.94,25,38.89
Florida,2020-11-15T00:00:00Z,6347214,21310773,53625,0.201,29784.06273672006,-15.138743455497382,-21.106508875739646,-21.74829931972789,397.4036923076923,40.89,43.15,25,36.11
Florida,2020-11-22T00:00:00Z,6724128,21310773,53625,0.201,31552.717491758747,-19.092838196286472,-14.047904191616766,-21.83617747440273,397.4036923076923,40.89,43.15,25,36.11
Florida,2020-11-29T00:00:00Z,7136180,21310773,53625,0.201,33486.25598893104,-13.091383812010443,-27.436950146627566,-19.869415807560138,397.4036923076923,41.78142857142857,44.17857142857143,25,37.69571428571429
Florida,2020-12-06T00:00:00Z,7599057,21310773,53625,0.201,35658.28888515682,-13.464751958224543,-25.928994082840237,-24.688135593220338,397.4036923076923,41.93,44.35,25,37.96
Florida,2020-12-13T00:00:00Z,8102574,21310773,53625,0.201,38021.02345137832,-11.890052356020943,-27.19941348973607,-20.520408163265305,397.4036923076923,46.48428571428571,49.54714285714286,25,43.519999999999996
Florida,2020-12-20T00:00:00Z,8631241,21310773,53625,0.201,40501.7734457591,-16.151193633952253,-25.073313782991203,-19.580204778156997,397.4036923076923,49.9,53.45,25,47.69
Florida,2020-12-27T00:00:00Z,9151994,21310773,53625,0.201,42945.38729308412,-4.911111111111111,-2.6,-12.18840579710145,397.4036923076923,53.02,53.45,50,47.69
Georgia,2020-01-26T00:00:00Z,0,10625611,57513,0.135,0,NA,NA,NA,184.75146488619964,6.324285714285714,7.228571428571429,0,1.9857142857142855
Georgia,2020-02-02T00:00:00Z,0,10625611,57513,0.135,0,NA,NA,NA,184.75146488619964,6.77,7.74,0,2.78
Georgia,2020-02-09T00:00:00Z,0,10625611,57513,0.135,0,6.395161290322581,38.65625,6,184.75146488619964,9.005714285714285,10.290000000000001,0,6.744285714285715
Georgia,2020-02-16T00:00:00Z,0,10625611,57513,0.135,0,0.5246842709529277,-2.83710407239819,1.9011406844106464,184.75146488619964,9.9,11.31,0,8.33
Georgia,2020-02-23T00:00:00Z,0,10625611,57513,0.135,0,9.804398148148149,9.246445497630331,4.893939393939394,184.75146488619964,9.9,11.31,0,8.33
Georgia,2020-03-01T00:00:00Z,14,10625611,57513,0.135,0.13175712907238935,11.429065743944637,10.024630541871922,6.980988593155893,184.75146488619964,9.9,11.31,0,8.33
Georgia,2020-03-08T00:00:00Z,201,10625611,57513,0.135,1.891655924539304,11.071842410196988,38.02857142857143,7.599236641221374,184.75146488619964,13.618571428571428,15.561428571428571,0,13.887142857142857
Georgia,2020-03-15T00:00:00Z,1890,10625611,57513,0.135,17.787212424772562,-10.49197247706422,16.693877551020407,-3.8850574712643677,184.75146488619964,32.215714285714284,36.82,0,44.31285714285714
Georgia,2020-03-22T00:00:00Z,9557,10625611,57513,0.135,89.94306303891607,-29.825198637911463,-3.193396226415094,-19.793357933579337,184.75146488619964,52.01,54.84428571428572,32.142857142857146,66.00714285714285
Georgia,2020-03-29T00:00:00Z,31365,10625611,57513,0.135,295.183025239678,-31.404086265607265,-10.14027149321267,-27.29090909090909,184.75146488619964,62.35285714285714,58.755714285714284,87.5,70.63714285714286
Georgia,2020-04-05T00:00:00Z,66894,10625611,57513,0.135,629.5543851548866,-38.52131782945737,-6.42654028436019,-32.68248175182482,184.75146488619964,68.15571428571428,65.39,87.5,75.93
Georgia,2020-04-12T00:00:00Z,105864,10625611,57513,0.135,996.3097651513875,-31.174946004319654,-11.94811320754717,-29.95744680851064,184.75146488619964,68.75,66.07,87.5,75.93
Georgia,2020-04-19T00:00:00Z,146399,10625611,57513,0.135,1377.7937099334804,-28.321041214750544,-12.680555555555555,-27.57857142857143,184.75146488619964,68.15571428571428,65.39,87.5,74.87
Georgia,2020-04-26T00:00:00Z,180569,10625611,57513,0.135,1699.3752171051622,-16.121145374449338,8.21105527638191,-17.875,184.75146488619964,66.67,63.69,87.5,72.22
Georgia,2020-05-03T00:00:00Z,215244,10625611,57513,0.135,2025.709392146955,-10.28888888888889,18.565217391304348,-13.431734317343173,184.75146488619964,67.56142857142858,64.71,87.5,72.22
Georgia,2020-05-10T00:00:00Z,247894,10625611,57513,0.135,2332.9858395907772,-8.838056680161943,30.35672514619883,-12.206642066420665,184.75146488619964,70.98571428571428,68.62,87.5,72.22
Georgia,2020-05-17T00:00:00Z,278905,10625611,57513,0.135,2624.837291709625,-7,23.4438202247191,-9.344569288389513,184.75146488619964,71.88,69.64,87.5,72.22
Georgia,2020-05-24T00:00:00Z,312401,10625611,57513,0.135,2940.0756342388213,-8.059566787003611,21.761904761904763,-11.394736842105264,184.75146488619964,71.20714285714286,68.87714285714286,87.5,71.02857142857142
Georgia,2020-05-31T00:00:00Z,343905,10625611,57513,0.135,3236.5668195457183,-2.569090909090909,41.47305389221557,-6.362264150943396,184.75146488619964,69.41857142857143,66.84,87.5,67.85428571428572
Georgia,2020-06-07T00:00:00Z,379184,10625611,57513,0.135,3568.5853735846345,-3.5072727272727273,37.56687898089172,-4.760456273764259,184.75146488619964,69.27,66.67,87.5,67.59
Georgia,2020-06-14T00:00:00Z,421933,10625611,57513,0.135,3970.9057672071754,-1.2768670309653916,53.49305555555556,-0.5133079847908745,184.75146488619964,69.27,66.67,87.5,67.59
Georgia,2020-06-21T00:00:00Z,486895,10625611,57513,0.135,4582.277668550072,-4.077757685352622,37.22641509433962,-0.06083650190114068,184.75146488619964,69.27,66.67,87.5,67.59
Georgia,2020-06-28T00:00:00Z,593681,10625611,57513,0.135,5587.264581773227,-1.0567765567765568,41.7682119205298,-3.112781954887218,184.75146488619964,68.08142857142857,65.31,87.5,65.47571428571429
Georgia,2020-07-05T00:00:00Z,729285,10625611,57513,0.135,6863.46413396839,-4.151898734177215,34.223684210526315,-2.264367816091954,184.75146488619964,67.19,64.29,87.5,63.89
Georgia,2020-07-12T00:00:00Z,895667,10625611,57513,0.135,8429.322323205695,-3.213768115942029,44.74193548387097,-4.644194756554307,184.75146488619964,65.39857142857143,62.24142857142857,87.5,60.71857142857143
Georgia,2020-07-19T00:00:00Z,1073216,10625611,57513,0.135,10100.275645325244,-4.687840290381125,38.07006369426752,-4.680608365019012,184.75146488619964,65.1,61.9,87.5,60.19
Georgia,2020-07-26T00:00:00Z,1250821,10625611,57513,0.135,11771.755995961079,-3.9132007233273054,38.29192546583851,-5.385767790262173,184.75146488619964,64.20857142857142,61.9,80.35714285714286,60.19
Georgia,2020-08-02T00:00:00Z,1415599,10625611,57513,0.135,13322.518582696091,-3.061705989110708,37.748387096774195,-5.3632958801498125,184.75146488619964,61.98,61.9,62.5,60.19
Georgia,2020-08-09T00:00:00Z,1580093,10625611,57513,0.135,14870.608381955635,-5.740471869328494,26.61904761904762,-6.692883895131086,184.75146488619964,61.98,61.9,62.5,60.19
Georgia,2020-08-16T00:00:00Z,1710143,10625611,57513,0.135,16094.53799880308,-10.280898876404494,40.23684210526316,-19.98507462686567,184.75146488619964,62.64857142857143,62.67142857142857,62.5,60.19
Georgia,2020-08-23T00:00:00Z,1825350,10625611,57513,0.135,17178.776825163277,-13.443946188340806,5.428571428571429,-41.628571428571426,184.75146488619964,62.76,62.8,62.5,60.19
Georgia,2020-08-30T00:00:00Z,1924944,10625611,57513,0.135,18116.078218937244,-9.40990990990991,17.647058823529413,-38.8,184.75146488619964,62.76,62.8,62.5,60.19
Georgia,2020-09-06T00:00:00Z,2012465,10625611,57513,0.135,18939.757911333287,-9.336391437308869,44.220338983050844,-19.431372549019606,184.75146488619964,60.97428571428571,62.8,48.214285714285715,60.19
Georgia,2020-09-13T00:00:00Z,2094479,10625611,57513,0.135,19711.609995886352,-6.467272727272727,22.905027932960895,-11.511029411764707,184.75146488619964,54.94714285714286,59.22714285714285,25,60.19
Georgia,2020-09-20T00:00:00Z,2170034,10625611,57513,0.135,20422.674987819526,-5.219202898550725,25.335164835164836,-9.37546468401487,184.75146488619964,54.05571428571429,55.65,42.857142857142854,60.19
Georgia,2020-09-27T00:00:00Z,2226460,10625611,57513,0.135,20953.712685322284,-3.5822784810126582,22.594285714285714,-8.048327137546469,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-10-04T00:00:00Z,2284139,10625611,57513,0.135,21496.542645877023,-5.329710144927536,22.048648648648648,-7.399253731343284,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-10-11T00:00:00Z,2345100,10625611,57513,0.135,22070.26024197573,-4.711956521739131,30.530054644808743,-6.2322097378277155,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-10-18T00:00:00Z,2410955,10625611,57513,0.135,22690.03636590875,-4.73826714801444,34.66285714285714,-7.6254681647940075,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-10-25T00:00:00Z,2487064,10625611,57513,0.135,23406.31517566378,-3.7284172661870505,21.18232044198895,-8.482889733840304,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-11-01T00:00:00Z,2723655,10625611,57513,0.135,25632.925955975617,-4.065217391304348,15.29946524064171,-11.254681647940075,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-11-08T00:00:00Z,2898591,10625611,57513,0.135,27279.287751076146,-5.182310469314079,7.088541666666667,-11.507352941176471,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-11-15T00:00:00Z,3040079,10625611,57513,0.135,28610.862942375737,-5.257246376811594,7.267676767676767,-7.0335820895522385,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-11-22T00:00:00Z,3206436,10625611,57513,0.135,30176.485851025413,-11.601083032490974,8.565656565656566,-12.403041825095057,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-11-29T00:00:00Z,3381326,10625611,57513,0.135,31822.41472984471,-4.891107078039927,-13.262443438914028,-5.430188679245283,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-12-06T00:00:00Z,3633176,10625611,57513,0.135,34192.631369621944,-5.259927797833935,-5.390697674418605,-10.327137546468402,184.75146488619964,54.95,55.65,50,60.19
Georgia,2020-12-13T00:00:00Z,3931243,10625611,57513,0.135,36997.80652613765,-2.976618705035971,-10.52803738317757,-6.908424908424909,184.75146488619964,56.02142857142857,56.87571428571428,50,60.19
Georgia,2020-12-20T00:00:00Z,4260157,10625611,57513,0.135,40093.28969411735,-9.669158878504673,-17.040178571428573,-12.928838951310862,184.75146488619964,56.73571428571429,57.69285714285714,50,60.19
Georgia,2020-12-27T00:00:00Z,4598135,10625611,57513,0.135,43274.07619194793,1.1054054054054054,-0.21710526315789475,-4.295698924731183,184.75146488619964,59.322,57.082,75,57.966
Hawaii,2020-01-26T00:00:00Z,0,1441969,6423,0.178,0,NA,NA,NA,224.5008562976802,8.112857142857143,9.268571428571429,0,5.1571428571428575
Hawaii,2020-02-02T00:00:00Z,0,1441969,6423,0.178,0,NA,NA,NA,224.5008562976802,9.9,11.31,0,8.33
Hawaii,2020-02-09T00:00:00Z,0,1441969,6423,0.178,0,0.8,14.6,8,224.5008562976802,12.128571428571428,13.860000000000001,0,12.301428571428572
Hawaii,2020-02-16T00:00:00Z,0,1441969,6423,0.178,0,2.4857142857142858,9.628571428571428,5.371428571428571,224.5008562976802,13.914285714285713,15.9,0,15.475714285714286
Hawaii,2020-02-23T00:00:00Z,0,1441969,6423,0.178,0,2.3142857142857145,5.6571428571428575,2.4285714285714284,224.5008562976802,16.15,18.45,0,19.44
Hawaii,2020-03-01T00:00:00Z,1,1441969,6423,0.178,0.06934961847307397,1.2857142857142858,-1.4857142857142858,-1.8285714285714285,224.5008562976802,16.15,18.45,0,19.44
Hawaii,2020-03-08T00:00:00Z,15,1441969,6423,0.178,1.0402442770961096,-2,-2.3142857142857145,-3.142857142857143,224.5008562976802,18.827142857142857,21.512857142857143,0,23.145714285714284
Hawaii,2020-03-15T00:00:00Z,136,1441969,6423,0.178,9.43154811233806,-22.37142857142857,-29.542857142857144,-25,224.5008562976802,30.582857142857144,34.95,0,39.284285714285716
Hawaii,2020-03-22T00:00:00Z,640,1441969,6423,0.178,44.38375582276734,-51.285714285714285,-64.74285714285715,-61.97142857142857,224.5008562976802,45.31285714285714,49.23571428571429,17.857142857142858,59.92142857142857
Hawaii,2020-03-29T00:00:00Z,1678,1441969,6423,0.178,116.36865979781813,-54.885714285714286,-68.02857142857142,-75.05714285714286,224.5008562976802,60.30714285714286,59.99142857142857,62.5,76.05714285714285
Hawaii,2020-04-05T00:00:00Z,2927,1441969,6423,0.178,202.98633327068754,-56.285714285714285,-70.28571428571429,-77.71428571428571,224.5008562976802,61.2,61.01,62.5,76.85
Hawaii,2020-04-12T00:00:00Z,3683,1441969,6423,0.178,255.4146448363314,-59.77142857142857,-68.82857142857142,-77.14285714285714,224.5008562976802,63.99,64.19857142857143,62.5,76.85
Hawaii,2020-04-19T00:00:00Z,4144,1441969,6423,0.178,287.3848189524185,-57.05714285714286,-66.65714285714286,-76.05714285714286,224.5008562976802,66.67,67.26,62.5,76.85
Hawaii,2020-04-26T00:00:00Z,4292,1441969,6423,0.178,297.6485624864335,-54.285714285714285,-63.08571428571429,-74.82857142857142,224.5008562976802,66.67,67.26,62.5,76.85
Hawaii,2020-05-03T00:00:00Z,4381,1441969,6423,0.178,303.82067853053707,-51.6,-58.714285714285715,-73.48571428571428,224.5008562976802,65.17714285714285,65.56,62.5,74.20714285714286
Hawaii,2020-05-10T00:00:00Z,4453,1441969,6423,0.178,308.8138510605984,-50.48571428571429,-54.6,-73.17142857142858,224.5008562976802,64.58,64.88,62.5,73.15
Hawaii,2020-05-17T00:00:00Z,4496,1441969,6423,0.178,311.79588465494055,-47.77142857142857,-50.285714285714285,-71.94285714285714,224.5008562976802,64.58,64.88,62.5,73.15
Hawaii,2020-05-24T00:00:00Z,4520,1441969,6423,0.178,313.4602754982944,-46.08571428571429,-43.42857142857143,-72,224.5008562976802,65.17714285714285,65.56,62.5,73.15
Hawaii,2020-05-31T00:00:00Z,4602,1441969,6423,0.178,319.14694421308644,-43.02857142857143,-43.31428571428572,-69.48571428571428,224.5008562976802,65.77000000000001,66.24,62.5,71.56428571428572
Hawaii,2020-06-07T00:00:00Z,4839,1441969,6423,0.178,335.5828037912049,-42,-44.25714285714286,-70.37142857142857,224.5008562976802,65.62,66.07,62.5,71.3
Hawaii,2020-06-14T00:00:00Z,5284,1441969,6423,0.178,366.44338401172286,-40.42857142857143,-43.31428571428572,-66.42857142857143,224.5008562976802,65.62,66.07,62.5,71.3
Hawaii,2020-06-21T00:00:00Z,5873,1441969,6423,0.178,407.2903092923634,-40.02857142857143,-40.57142857142857,-64.4,224.5008562976802,65.62,66.07,62.5,71.3
Hawaii,2020-06-28T00:00:00Z,6562,1441969,6423,0.178,455.0721964203114,-39.142857142857146,-38.48571428571429,-63.542857142857144,224.5008562976802,65.95857142857143,66.45142857142856,62.5,71.3
Hawaii,2020-07-05T00:00:00Z,7706,1441969,6423,0.178,534.4081599535081,-39.457142857142856,-43.22857142857143,-61.94285714285714,224.5008562976802,66.41,66.96,62.5,71.3
Hawaii,2020-07-12T00:00:00Z,9018,1441969,6423,0.178,625.3948593901811,-39.42857142857143,-41.91428571428571,-63.17142857142857,224.5008562976802,68.19571428571429,69.00285714285714,62.5,74.47428571428571
Hawaii,2020-07-19T00:00:00Z,10286,1441969,6423,0.178,713.3301756140389,-37.82857142857143,-43.82857142857143,-62.97142857142857,224.5008562976802,72.66,74.11,62.5,82.41
Hawaii,2020-07-26T00:00:00Z,13313,1441969,6423,0.178,923.2514707320338,-43.285714285714285,-49.34285714285714,-66.22857142857143,224.5008562976802,71.76571428571428,74.11,55.357142857142854,82.41
Hawaii,2020-08-02T00:00:00Z,19419,1441969,6423,0.178,1346.7002411286235,-40.4,-45.628571428571426,-63.8,224.5008562976802,69.53,74.11,37.5,82.41
Hawaii,2020-08-09T00:00:00Z,28530,1441969,6423,0.178,1978.5446150368005,-42.82857142857143,-54.05714285714286,-67.37142857142857,224.5008562976802,69.53,74.11,37.5,82.41
Hawaii,2020-08-16T00:00:00Z,39487,1441969,6423,0.178,2738.4083846462718,-44.02857142857143,-56.42857142857143,-69.34482758620689,224.5008562976802,69.53,74.11,37.5,82.41
Hawaii,2020-08-23T00:00:00Z,51148,1441969,6423,0.178,3547.094285660787,-46.542857142857144,-56.91428571428571,-70.53571428571429,224.5008562976802,70.86714285714285,72.58,58.92857142857143,80.02714285714286
Hawaii,2020-08-30T00:00:00Z,62823,1441969,6423,0.178,4356.751081333926,-47.17142857142857,-58.08571428571429,-69.71428571428571,224.5008562976802,72.06285714285714,73.43,62.5,78.7
Hawaii,2020-09-06T00:00:00Z,71569,1441969,6423,0.178,4963.282844499431,-48.8,-57.76470588235294,-71.86666666666666,224.5008562976802,72.66,74.11,62.5,78.7
Hawaii,2020-09-13T00:00:00Z,77905,1441969,6423,0.178,5402.682027144828,-48.142857142857146,-56.628571428571426,-71.28571428571429,224.5008562976802,70.72142857142858,71.9,62.5,77.90714285714286
Hawaii,2020-09-20T00:00:00Z,82930,1441969,6423,0.178,5751.1638599720245,-47.114285714285714,-58.31428571428572,-71.85714285714286,224.5008562976802,69.53,70.54,62.5,76.85
Hawaii,2020-09-27T00:00:00Z,88178,1441969,6423,0.178,6115.1106577187165,-44.97142857142857,-55.97142857142857,-70.11428571428571,224.5008562976802,69.53,70.54,62.5,76.85
Hawaii,2020-10-04T00:00:00Z,92780,1441969,6423,0.178,6434.257601931803,-43.94285714285714,-51.885714285714286,-70.02857142857142,224.5008562976802,69.53,70.54,62.5,76.85
Hawaii,2020-10-11T00:00:00Z,97159,1441969,6423,0.178,6737.939581225394,-44.885714285714286,-55.34285714285714,-67.85714285714286,224.5008562976802,70.08714285714287,71.17571428571429,62.5,76.85
Hawaii,2020-10-18T00:00:00Z,101220,1441969,6423,0.178,7019.568381844548,-40.142857142857146,-51.05714285714286,-64.17142857142858,224.5008562976802,72.10142857142857,73.47,62.5,76.85
Hawaii,2020-10-25T00:00:00Z,105424,1441969,6423,0.178,7311.1141779053505,-38.2,-50.885714285714286,-62.6,224.5008562976802,72.4,73.81,62.5,76.85
Hawaii,2020-11-01T00:00:00Z,109787,1441969,6423,0.178,7613.686563303372,-38.114285714285714,-49.02857142857143,-61.34285714285714,224.5008562976802,72.4,73.81,62.5,76.85
Hawaii,2020-11-08T00:00:00Z,115123,1441969,6423,0.178,7983.736127475695,-35.857142857142854,-46,-60.08571428571429,224.5008562976802,71.50428571428571,72.79,62.5,75.26428571428572
Hawaii,2020-11-15T00:00:00Z,119132,1441969,6423,0.178,8261.75874793425,-36.22857142857143,-48.74285714285714,-57.65714285714286,224.5008562976802,70.31,71.43,62.5,73.15
Hawaii,2020-11-22T00:00:00Z,124468,1441969,6423,0.178,8631.80831210657,-38.25714285714286,-50.114285714285714,-60.48571428571429,224.5008562976802,70.31,71.43,62.5,73.15
Hawaii,2020-11-29T00:00:00Z,128796,1441969,6423,0.178,8931.953460858034,-33.82857142857143,-46.17142857142857,-57.17142857142857,224.5008562976802,71.20428571428572,72.45,62.5,74.7357142857143
Hawaii,2020-12-06T00:00:00Z,133999,1441969,6423,0.178,9292.779525773438,-35.142857142857146,-48.57142857142857,-60.34285714285714,224.5008562976802,73.44,75,62.5,78.7
Hawaii,2020-12-13T00:00:00Z,140814,1441969,6423,0.178,9765.397175667438,-34.08571428571429,-50.02857142857143,-57.6,224.5008562976802,74.33285714285714,76.02142857142857,62.5,78.7
Hawaii,2020-12-20T00:00:00Z,147555,1441969,6423,0.178,10232.88295379443,-36.51428571428571,-43.51428571428571,-59.457142857142856,224.5008562976802,75.76142857142857,77.65571428571428,62.5,78.7
Hawaii,2020-12-27T00:00:00Z,153229,1441969,6423,0.178,10626.372689010652,-31.08,-36.96,-55.96,224.5008562976802,75.94,77.86,62.5,78.7
Idaho,2020-01-26T00:00:00Z,0,1821040,82643,0.154,0,NA,NA,NA,22.03501808985637,6.324285714285714,7.228571428571429,0,1.9857142857142855
Idaho,2020-02-02T00:00:00Z,0,1821040,82643,0.154,0,NA,NA,NA,22.03501808985637,6.77,7.74,0,2.78
Idaho,2020-02-09T00:00:00Z,0,1821040,82643,0.154,0,4.666666666666667,8.333333333333334,-0.4444444444444444,22.03501808985637,9.005714285714285,10.290000000000001,0,6.744285714285715
Idaho,2020-02-16T00:00:00Z,0,1821040,82643,0.154,0,5.350710900473934,24.872340425531913,6.264705882352941,22.03501808985637,9.9,11.31,0,8.33
Idaho,2020-02-23T00:00:00Z,0,1821040,82643,0.154,0,8.370192307692308,31.288888888888888,9.764705882352942,22.03501808985637,9.9,11.31,0,8.33
Idaho,2020-03-01T00:00:00Z,0,1821040,82643,0.154,0,10.894736842105264,31.1875,10.764705882352942,22.03501808985637,9.9,11.31,0,8.33
Idaho,2020-03-08T00:00:00Z,3,1821040,82643,0.154,0.16474102710539032,8.420289855072463,32.75,8.117647058823529,22.03501808985637,14.364285714285714,16.412857142857142,0,15.20857142857143
Idaho,2020-03-15T00:00:00Z,126,1821040,82643,0.154,6.919123138426393,-6.976190476190476,58.41860465116279,-3.4057971014492754,22.03501808985637,28.20285714285714,32.230000000000004,0,37.167142857142856
Idaho,2020-03-22T00:00:00Z,867,1821040,82643,0.154,47.61015683345781,-30.365296803652967,28.607843137254903,-16.685714285714287,22.03501808985637,50.52142857142857,55.18571428571428,17.857142857142858,68.64857142857143
Idaho,2020-03-29T00:00:00Z,4391,1821040,82643,0.154,241.12595000658965,-38.24454148471616,12.5,-24.885714285714286,22.03501808985637,68.97285714285714,69.89571428571429,62.5,87.96
Idaho,2020-04-05T00:00:00Z,8541,1821040,82643,0.154,469.0177041690463,-34.463157894736845,53.111111111111114,-23.463768115942027,22.03501808985637,70.31,71.43,62.5,87.96
Idaho,2020-04-12T00:00:00Z,10621,1821040,82643,0.154,583.2381496287836,-31.714285714285715,54,-24.059701492537314,22.03501808985637,70.31,71.43,62.5,87.96
Idaho,2020-04-19T00:00:00Z,12435,1821040,82643,0.154,682.8515573518429,-25.285714285714285,68.07894736842105,-16.89855072463768,22.03501808985637,70.31,71.43,62.5,87.96
Idaho,2020-04-26T00:00:00Z,13758,1821040,82643,0.154,755.5023503053201,-19.048192771084338,102.1470588235294,-8.787878787878787,22.03501808985637,66.14428571428572,66.66714285714286,62.5,82.66857142857143
Idaho,2020-05-03T00:00:00Z,15013,1821040,82643,0.154,824.419013311075,-12.590361445783133,110.71428571428571,-2.1666666666666665,22.03501808985637,54.83857142857143,53.74,62.5,67.85428571428572
Idaho,2020-05-10T00:00:00Z,16197,1821040,82643,0.154,889.4368053420023,-12.368421052631579,109.97058823529412,-0.8208955223880597,22.03501808985637,54.69,53.57,62.5,67.59
Idaho,2020-05-17T00:00:00Z,17531,1821040,82643,0.154,962.6916487281993,-3.482456140350877,76.9090909090909,9.573529411764707,22.03501808985637,55.878571428571426,54.93,62.5,67.59
Idaho,2020-05-24T00:00:00Z,18920,1821040,82643,0.154,1038.966744277995,-0.5391304347826087,165.11764705882354,15.735294117647058,22.03501808985637,56.1,55.18571428571429,62.5,66.4
Idaho,2020-05-31T00:00:00Z,20784,1821040,82643,0.154,1141.3258357861444,4.3760683760683765,157.27272727272728,18.850746268656717,22.03501808985637,52.08,50.6,62.5,59.26
Idaho,2020-06-07T00:00:00Z,22775,1821040,82643,0.154,1250.6589641084215,3.8290598290598292,120.34782608695652,17.696969696969695,22.03501808985637,50.51857142857143,48.81142857142857,62.5,56.48285714285714
Idaho,2020-06-14T00:00:00Z,25510,1821040,82643,0.154,1400.8478671528358,7.991525423728813,160.3181818181818,21.567164179104477,22.03501808985637,45.31,42.86,62.5,47.22
Idaho,2020-06-21T00:00:00Z,31970,1821040,82643,0.154,1755.590212186443,9.102564102564102,206.86666666666667,23.59090909090909,22.03501808985637,48.287142857142854,46.25857142857143,62.5,52.51285714285714
Idaho,2020-06-28T00:00:00Z,44518,1821040,82643,0.154,2444.6470148925887,10.083333333333334,160.85714285714286,25.6875,22.03501808985637,50.26,48.51,62.5,56.02
Idaho,2020-07-05T00:00:00Z,63157,1821040,82643,0.154,3468.183016298379,8.444444444444445,199,27.59090909090909,22.03501808985637,50.26,48.51,62.5,56.02
Idaho,2020-07-12T00:00:00Z,87666,1821040,82643,0.154,4814.062294073717,8.218487394957982,197.76470588235293,24,22.03501808985637,51.93142857142857,50.42428571428571,62.5,56.02
Idaho,2020-07-19T00:00:00Z,114115,1821040,82643,0.154,6266.474102710538,6.966101694915254,175.14285714285714,25.272727272727273,22.03501808985637,52.15428571428571,51.19,58.92857142857143,56.02
Idaho,2020-07-26T00:00:00Z,137832,1821040,82643,0.154,7568.861749330053,7.378151260504202,166,25.015625,22.03501808985637,48.58571428571428,51.19,30.357142857142858,56.02
Idaho,2020-08-02T00:00:00Z,159547,1821040,82643,0.154,8761.312217194569,8.6610169491525415,180.05263157894737,29.446153846153845,22.03501808985637,46.35,51.19,12.5,56.02
Idaho,2020-08-09T00:00:00Z,182786,1821040,82643,0.154,10037.451126828626,7.940677966101695,175.6875,28.439393939393938,22.03501808985637,47.471428571428575,52.46857142857142,12.5,58.005714285714284
Idaho,2020-08-16T00:00:00Z,200727,1821040,82643,0.154,11022.657382594562,4.529411764705882,156,12.473684210526315,22.03501808985637,47.92,52.98,12.5,58.8
Idaho,2020-08-23T00:00:00Z,215295,1821040,82643,0.154,11822.639810218338,1.9565217391304348,199,-2.5714285714285716,22.03501808985637,45.83,50.6,12.5,55.09
Idaho,2020-08-30T00:00:00Z,228550,1821040,82643,0.154,12550.520581645653,4.511627906976744,NA,-1,22.03501808985637,46.72428571428571,50.6,19.642857142857142,55.09
Idaho,2020-09-06T00:00:00Z,240414,1821040,82643,0.154,13202.01643017177,4.8059701492537314,174.77777777777777,12.206896551724139,22.03501808985637,48.51428571428571,50.6,33.92857142857143,55.09
Idaho,2020-09-13T00:00:00Z,253409,1821040,82643,0.154,13915.619645916619,4.949579831932773,125.21875,16.865671641791046,22.03501808985637,47.4,50.6,25,55.09
Idaho,2020-09-20T00:00:00Z,271769,1821040,82643,0.154,14923.834731801608,3.46218487394958,130.40625,12.897058823529411,22.03501808985637,45.60857142857143,48.55142857142857,25,51.91857142857143
Idaho,2020-09-27T00:00:00Z,294407,1821040,82643,0.154,16166.970522338883,3.5508474576271185,132.72727272727272,15.402985074626866,22.03501808985637,45.31,48.21,25,51.39
Idaho,2020-10-04T00:00:00Z,320436,1821040,82643,0.154,17596.31858718095,2.135593220338983,114.28571428571429,16.65671641791045,22.03501808985637,45.31,48.21,25,51.39
